Compactness,' Circularity',' Distance_circularity',' Radius_ratio',' Praxis_aspect_ratio',' Max_length_aspect_ratio',' Scatter_ratio',' Elongatedness',' Praxis_rectangular',' Length_rectangular',' Major_variance',' Minor_variance',' Gyration_radius',' Major_skewness',' Minor_skewness',' Minor_kurtosis',' Major_kurtosis',' Hollows_ratio',' Type_vehicle'
0.347826,0.115385,0.513889,0.296943,0.164835,0.113208,0.294118,0.457143,0.166667,0.1,0.231579,0.219424,0.106918,0.052632,0.227273,0.536585,0.733333,0.8,' opel'
0.456522,0.5,0.541667,0.336245,0.164835,0.113208,0.359477,0.4,0.25,0.428571,0.315789,0.280576,0.528302,0.105263,0.545455,0.365854,0.5,0.566667,' opel'
0.347826,0.269231,0.277778,0.117904,0.098901,0.075472,0.039216,0.857143,0,0.271429,0.068421,0.029976,0.27673,0.078947,0.454545,0.195122,0.566667,0.6,' van '
0.782609,0.615385,0.875,0.358079,0.10989,0.169811,0.614379,0.171429,0.5,0.542857,0.431579,0.534772,0.484277,0.078947,0.545455,0.512195,0.533333,0.666667,' opel'
0.630435,0.769231,0.847222,0.585153,0.274725,0.037736,0.823529,0.057143,0.75,0.642857,0.721053,0.791367,0.836478,0.342105,0.318182,0.536585,0.266667,0.1,' bus '
0.608696,0.769231,0.708333,0.393013,0.197802,0.075472,0.601307,0.171429,0.5,0.614286,0.531579,0.541966,0.660377,0.25,0.227273,0.341463,0.533333,0.366667,' bus '
0.630435,0.730769,0.847222,0.475983,0.186813,0.150943,0.594771,0.2,0.5,0.557143,0.442105,0.517986,0.484277,0.078947,0,0.463415,0.566667,0.733333,' opel'
0.347826,0.538462,0.555556,0.117904,0.076923,0.169811,0.313725,0.485714,0.25,0.642857,0.236842,0.221823,0.408805,0.236842,0.045455,0.170732,0.2,0.4,' van '
0.869565,0.769231,0.736111,0.406114,0.164835,0.169811,0.679739,0.142857,0.583333,0.671429,0.478947,0.604317,0.54717,0.171053,0.272727,0.609756,0.4,0.6,' saab'
0.434783,0.538462,0.597222,0.266376,0.142857,0.09434,0.359477,0.4,0.25,0.414286,0.352632,0.279376,0.578616,0.184211,0.545455,0.097561,0.366667,0.366667,' opel'
0.434783,0.038462,0.361111,0.157205,0.098901,0.09434,0.117647,0.714286,0.083333,0.028571,0.110526,0.080336,0.031447,0.039474,0.227273,0.707317,0.833333,0.866667,' opel'
0.586957,0.384615,0.722222,0.406114,0.164835,0.150943,0.444444,0.285714,0.333333,0.357143,0.368421,0.365707,0.27673,0.065789,0.272727,0.219512,0.633333,0.8,' saab'
0.391304,0.230769,0.513889,0.213974,0.131868,0.113208,0.176471,0.628571,0.083333,0.3,0.152632,0.125899,0.08805,0.039474,0.363636,0.414634,0.833333,0.933333,' van '
0.521739,0.461538,0.666667,0.30131,0.21978,0.150943,0.294118,0.485714,0.25,0.557143,0.226316,0.217026,0.301887,0.105263,0.363636,0.292683,0.533333,0.633333,' van '
0.565217,0.576923,0.888889,0.401747,0.175824,0.150943,0.581699,0.2,0.5,0.485714,0.478947,0.503597,0.566038,0.184211,0.363636,0.097561,0.4,0.533333,' saab'
0.391304,0.230769,0.597222,0.31441,0.131868,0.09434,0.372549,0.371429,0.25,0.2,0.315789,0.290168,0.207547,0.105263,0,0.585366,0.533333,0.6,' saab'
0.413043,0.5,0.541667,0.31441,0.186813,0.113208,0.326797,0.428571,0.25,0.442857,0.278947,0.254197,0.433962,0.105263,0.090909,0.243902,0.5,0.566667,' opel'
0.521739,0.846154,0.888889,0.502183,0.263736,0.132075,0.647059,0.171429,0.583333,0.757143,0.484211,0.568345,0.716981,0.197368,0.045455,0.585366,0.333333,0.5,' saab'
0.782609,0.769231,0.875,0.462882,0.175824,0.169811,0.699346,0.114286,0.666667,0.771429,0.521053,0.627098,0.647799,0.157895,0.272727,0.073171,0.4,0.6,' saab'
0.282609,0.461538,0.458333,0.209607,0.175824,0.075472,0.24183,0.514286,0.166667,0.385714,0.210526,0.181055,0.421384,0.157895,0.272727,0.02439,0.433333,0.5,' bus '
0.282609,0.192308,0.5,0.170306,0.131868,0.113208,0.196078,0.6,0.083333,0.185714,0.194737,0.140288,0.18239,0.157895,0.227273,0.243902,0.433333,0.5,' van '
0.391304,0.5,0.847222,0.414847,0.197802,0.132075,0.54902,0.228571,0.5,0.4,0.468421,0.467626,0.566038,0.184211,0.227273,0.195122,0.333333,0.433333,' opel'
0.5,0.230769,0.513889,0.244541,0.164835,0.113208,0.183007,0.6,0.083333,0.457143,0.163158,0.131894,0.09434,0.039474,0.681818,0.073171,0.833333,0.9,' van '
0.673913,0.846154,0.902778,0.489083,0.230769,0.169811,0.607843,0.171429,0.5,0.728571,0.478947,0.526379,0.672956,0.157895,0.409091,0.439024,0.433333,0.5,' opel'
0.347826,0.384615,0.625,0.244541,0.186813,0.169811,0.281046,0.485714,0.166667,0.471429,0.226316,0.206235,0.408805,0.171053,0.227273,0.219512,0.3,0.5,' van '
0.608696,0.846154,0.902778,0.340611,0.131868,0.150943,0.673203,0.142857,0.583333,0.842857,0.478947,0.592326,0.716981,0.197368,0.545455,0.634146,0.333333,0.466667,' opel'
0.434783,0.346154,0.666667,0.366812,0.164835,0.150943,0.464052,0.285714,0.333333,0.328571,0.410526,0.383693,0.371069,0.144737,0.136364,0.292683,0.433333,0.533333,' opel'
0.26087,0.384615,0.361111,0.069869,0.076923,0.056604,0.235294,0.571429,0.166667,0.385714,0.2,0.16307,0.408805,0.368421,0.363636,0.04878,0.1,0,' bus '
0.73913,0.692308,0.875,0.340611,0.098901,0.169811,0.660131,0.142857,0.583333,0.628571,0.505263,0.586331,0.679245,0.171053,0.090909,0.097561,0.4,0.566667,' saab'
0.695652,0.807692,0.902778,0.475983,0.21978,0.150943,0.575163,0.2,0.5,0.642857,0.442105,0.495204,0.660377,0.118421,0.454545,0.487805,0.466667,0.566667,' opel'
0.326087,0.423077,0.430556,0.266376,0.252747,0.09434,0.20915,0.571429,0.166667,0.328571,0.194737,0.153477,0.396226,0.157895,0.181818,0.097561,0.4,0.4,' bus '
0.73913,0.807692,0.944444,0.541485,0.230769,0.188679,0.69281,0.142857,0.666667,0.742857,0.489474,0.618705,0.72327,0.105263,0.590909,0.609756,0.466667,0.766667,' saab'
0.347826,0.269231,0.5,0.366812,0.318681,0.09434,0.248366,0.514286,0.166667,0.257143,0.231579,0.189448,0.245283,0.171053,0.136364,0.195122,0.566667,0.533333,' bus '
0.608696,0.807692,0.916667,0.366812,0.10989,0.09434,0.810458,0.057143,0.75,0.657143,0.663158,0.778177,0.90566,0.289474,0.272727,0.341463,0.3,0.133333,' bus '
0.347826,0.115385,0.444444,0.161572,0.098901,0.09434,0.169935,0.628571,0.083333,0.114286,0.173684,0.122302,0.132075,0.171053,0.045455,0.02439,0.366667,0.366667,' opel'
0.347826,0.307692,0.5,0.344978,0.285714,0.09434,0.294118,0.457143,0.166667,0.257143,0.268421,0.226619,0.27673,0.197368,0.363636,0.292683,0.5,0.466667,' bus '
0.347826,0.192308,0.583333,0.227074,0.131868,0.113208,0.267974,0.485714,0.166667,0.157143,0.257895,0.20024,0.176101,0.144737,0.045455,0.02439,0.366667,0.366667,' saab'
0.282609,0.038462,0.305556,0.157205,0.153846,0.09434,0.065359,0.8,0,0.128571,0.057895,0.046763,0.018868,0.065789,0.090909,0.341463,0.8,0.9,' van '
0.652174,0.576923,0.777778,0.558952,0.263736,0.150943,0.607843,0.171429,0.5,0.5,0.505263,0.538369,0.553459,0.157895,0.090909,0.365854,0.4,0.5,' opel'
0.456522,0.576923,0.652778,0.253275,0.186813,0.150943,0.294118,0.485714,0.25,0.614286,0.257895,0.214628,0.484277,0.210526,0.181818,0.365854,0.266667,0.466667,' van '
0.586957,0.615385,0.777778,0.445415,0.175824,0.132075,0.48366,0.257143,0.416667,0.542857,0.378947,0.401679,0.421384,0.039474,0.136364,0.121951,0.7,0.8,' opel'
0.782609,0.846154,0.861111,0.283843,0.043956,0.075472,0.843137,0.028571,0.75,0.671429,0.710526,0.822542,0.867925,0.328947,0.454545,0.268293,0.266667,0.066667,' bus '
0.347826,0.461538,0.625,0.196507,0.131868,0.169811,0.300654,0.485714,0.25,0.571429,0.247368,0.213429,0.402516,0.210526,0.545455,0.390244,0.233333,0.4,' van '
0.673913,0.692308,0.944444,0.388646,0.131868,0.169811,0.686275,0.142857,0.583333,0.642857,0.536842,0.611511,0.591195,0.171053,0.681818,0.536585,0.466667,0.666667,' saab'
0.217391,0.346154,0.361111,0.227074,0.21978,0.09434,0.248366,0.542857,0.166667,0.371429,0.231579,0.178657,0.314465,0.25,0.181818,0.04878,0.2,0.233333,' bus '
0.847826,0.653846,0.888889,0.406114,0.120879,0.169811,0.627451,0.171429,0.583333,0.585714,0.489474,0.545564,0.484277,0.105263,0.681818,0.536585,0.5,0.7,' saab'
0.434783,0.153846,0.458333,0.305677,0.230769,0.09434,0.254902,0.485714,0.166667,0.185714,0.236842,0.195444,0.163522,0.118421,0.045455,0.536585,0.666667,0.8,' bus '
0.5,0.461538,0.847222,0.423581,0.208791,0.132075,0.522876,0.228571,0.416667,0.357143,0.463158,0.441247,0.540881,0.184211,0.136364,0.463415,0.433333,0.533333,' saab'
0.304348,0.346154,0.416667,0.152838,0.131868,0.09434,0.24183,0.542857,0.166667,0.342857,0.247368,0.171463,0.295597,0.25,0.272727,0.219512,0.3,0.233333,' bus '
0.782609,0.730769,0.888889,0.414847,0.142857,0.188679,0.673203,0.142857,0.583333,0.628571,0.473684,0.607914,0.647799,0.105263,0.5,0.170732,0.433333,0.6,' saab'
0.26087,0.307692,0.361111,0.222707,0.197802,0.377358,0.24183,0.542857,0.166667,0.3,0.226316,0.17506,0.289308,0.210526,0.272727,0.390244,0.266667,0.333333,' bus '
0.282609,0.307692,0.361111,0.126638,0.098901,0.075472,0.156863,0.657143,0.083333,0.257143,0.131579,0.107914,0.333333,0.197368,0.227273,0.341463,0.233333,0.266667,' saab'
0.326087,0.346154,0.513889,0.20524,0.120879,0.113208,0.183007,0.6,0.083333,0.342857,0.184211,0.130695,0.308176,0.065789,0.454545,0.268293,0.733333,0.8,' saab'
0.695652,0.884615,0.805556,0.458515,0.186813,0.169811,0.686275,0.142857,0.583333,0.785714,0.5,0.613909,0.672956,0.171053,0.090909,0.463415,0.4,0.6,' opel'
0.347826,0.269231,0.25,0.144105,0.120879,0.09434,0.065359,0.8,0,0.314286,0.084211,0.049161,0.257862,0.052632,0.318182,0.097561,0.766667,0.833333,' van '
0.652174,0.307692,0.597222,0.393013,0.175824,0.132075,0.411765,0.342857,0.333333,0.342857,0.363158,0.32494,0.18239,0.078947,0.318182,0.731707,0.7,0.833333,' opel'
0.391304,0.230769,0.583333,0.262009,0.230769,0.150943,0.202614,0.571429,0.166667,0.271429,0.178947,0.148681,0.308176,0.118421,0.590909,0.219512,0.5,0.666667,' van '
0.434783,0.538462,0.625,0.257642,0.208791,0.169811,0.287582,0.514286,0.25,0.571429,0.221053,0.205036,0.433962,0.197368,0.318182,0.365854,0.233333,0.466667,' van '
0.23913,0.346154,0.5,0.227074,0.186813,0.09434,0.254902,0.514286,0.166667,0.357143,0.257895,0.185851,0.301887,0.210526,0,0.487805,0.366667,0.4,' bus '
0.652174,0.576923,0.847222,0.436681,0.164835,0.188679,0.575163,0.2,0.5,0.571429,0.447368,0.492806,0.345912,0.092105,0.363636,0.536585,0.533333,0.7,' opel'
0.347826,0.538462,0.611111,0.126638,0.087912,0.169811,0.294118,0.514286,0.25,0.6,0.205263,0.203837,0.421384,0.197368,0.227273,0.219512,0.2,0.366667,' van '
0.5,0.115385,0.472222,0.344978,0.252747,0.075472,0.24183,0.485714,0.166667,0.128571,0.252632,0.188249,0.113208,0.131579,0,0.414634,0.833333,0.8,' bus '
0.673913,0.846154,0.902778,0.519651,0.252747,0.150943,0.72549,0.114286,0.666667,0.842857,0.563158,0.66307,0.685535,0.210526,0.636364,0.268293,0.4,0.5,' opel'
0.456522,0.153846,0.472222,0.283843,0.131868,0.09434,0.326797,0.428571,0.25,0.214286,0.252632,0.251799,0.132075,0.052632,0.272727,0.146341,0.733333,0.766667,' opel'
0.673913,0.730769,0.972222,0.296943,0.065934,0.150943,0.699346,0.114286,0.666667,0.685714,0.552632,0.631894,0.685535,0.197368,0.454545,0.682927,0.4,0.566667,' opel'
0.282609,0.269231,0.361111,0.152838,0.131868,0.09434,0.065359,0.8,0,0.3,0.078947,0.049161,0.213836,0.052632,0.318182,0.268293,0.866667,0.9,' van '
0.217391,0.5,0.430556,0.227074,0.252747,0.075472,0.254902,0.514286,0.166667,0.414286,0.231579,0.184652,0.559748,0.276316,0.136364,0.268293,0.166667,0.166667,' bus '
0.543478,0.538462,0.958333,0.427948,0.131868,0.169811,0.568627,0.228571,0.5,0.514286,0.405263,0.482014,0.352201,0.026316,0.045455,0.804878,0.6,0.9,' saab'
0.478261,0.5,0.902778,0.502183,0.230769,0.132075,0.581699,0.2,0.5,0.428571,0.489474,0.501199,0.578616,0.131579,0.227273,0.926829,0.5,0.7,' opel'
0.413043,0.384615,0.402778,0.235808,0.098901,0.09434,0.24183,0.514286,0.166667,0.357143,0.210526,0.178657,0.371069,0.052632,0.636364,0.439024,0.733333,0.733333,' opel'
0.913043,0.730769,0.833333,0.432314,0.164835,0.150943,0.686275,0.142857,0.583333,0.671429,0.521053,0.615108,0.660377,0.171053,0.636364,0.097561,0.4,0.533333,' saab'
0.369565,0.653846,0.694444,0.366812,0.153846,0.150943,0.45098,0.285714,0.333333,0.571429,0.426316,0.369305,0.698113,0.131579,0.272727,0.463415,0.5,0.6,' saab'
0.478261,0.461538,0.555556,0.358079,0.164835,0.09434,0.339869,0.4,0.25,0.385714,0.305263,0.266187,0.433962,0.078947,0.5,0.439024,0.766667,0.766667,' opel'
0.5,0.5,0.666667,0.244541,0.186813,0.132075,0.254902,0.514286,0.166667,0.428571,0.226316,0.185851,0.459119,0.144737,0.681818,0.268293,0.533333,0.6,' van '
0.369565,0.576923,0.638889,0.882096,0.868132,0.886792,0.267974,0.514286,0.166667,0.542857,0.747368,0.194245,0.572327,0.776316,0,0.365854,0.3,0.433333,' van '
0.369565,0.615385,0.625,0.161572,0.10989,0.169811,0.30719,0.485714,0.25,0.7,0.226316,0.217026,0.484277,0.210526,0.045455,0.268293,0.2,0.366667,' van '
0.26087,0.461538,0.347222,0.104803,0.098901,0.113208,0.254902,0.542857,0.166667,0.385714,0.210526,0.177458,0.484277,0.289474,0.045455,0.243902,0.1,0.1,' bus '
0.152174,0.384615,0.430556,0.126638,0.142857,0.09434,0.248366,0.542857,0.166667,0.4,0.210526,0.17506,0.421384,0.289474,0.272727,0.365854,0.133333,0.1,' bus '
0.608696,0.346154,0.305556,0.310044,0.21978,0.075472,0.24183,0.485714,0.166667,0.3,0.205263,0.188249,0.352201,0.078947,0.318182,0.268293,0.866667,0.933333,' bus '
0.456522,0.192308,0.611111,0.235808,0.087912,0.132075,0.372549,0.371429,0.25,0.171429,0.347368,0.294964,0.289308,0.131579,0.409091,0.365854,0.466667,0.466667,' opel'
0.26087,0.115385,0.444444,0.100437,0.098901,0.09434,0.098039,0.8,0.083333,0.1,0.073684,0.058753,0.08805,0.144737,0.136364,0.731707,0.266667,0.433333,' opel'
0.521739,0.346154,0.847222,0.358079,0.131868,0.132075,0.48366,0.285714,0.416667,0.285714,0.410526,0.392086,0.371069,0.105263,0.318182,1,0.6,0.833333,' saab'
0.282609,0.230769,0.611111,0.196507,0.10989,0.113208,0.287582,0.485714,0.25,0.214286,0.289474,0.208633,0.301887,0.197368,0,0.560976,0.233333,0.3,' opel'
0.391304,0.423077,0.361111,0.20524,0.175824,0.09434,0.163399,0.628571,0.083333,0.4,0.189474,0.115108,0.36478,0.171053,0.045455,0.219512,0.4,0.433333,' van '
0.326087,0.153846,0.152778,0.004367,0.054945,0.056604,0.045752,0.885714,0,0.142857,0.026316,0.027578,0.100629,0.355263,0.363636,0.390244,0.1,0.066667,' van '
0.76087,0.692308,0.833333,0.445415,0.175824,0.150943,0.54902,0.228571,0.5,0.585714,0.442105,0.470024,0.578616,0.078947,0.318182,0.390244,0.6,0.8,' saab'
0.456522,0.115385,0.361111,0.20524,0.153846,0.113208,0.137255,0.685714,0.083333,0.242857,0.126316,0.097122,0.062893,0.039474,0.409091,0.073171,0.833333,0.9,' van '
0.369565,0.115385,0.527778,0.327511,0.186813,0.113208,0.294118,0.457143,0.166667,0.114286,0.273684,0.219424,0.207547,0.092105,0.045455,0.487805,0.533333,0.566667,' opel'
0.391304,0.192308,0.486111,0.139738,0.065934,0.075472,0.20915,0.6,0.166667,0.185714,0.184211,0.145084,0.251572,0.131579,0.045455,0.170732,0.333333,0.333333,' saab'
0.347826,0.538462,0.597222,0.283843,0.153846,0.113208,0.339869,0.4,0.25,0.457143,0.310526,0.261391,0.509434,0.171053,0.318182,0.243902,0.366667,0.4,' saab'
0.282609,0.269231,0.361111,0.148472,0.131868,0.037736,0.163399,0.657143,0.083333,0.214286,0.168421,0.113909,0.264151,0.197368,0.272727,0.341463,0.333333,0.3,' saab'
0.282609,0.230769,0.305556,0.10917,0.131868,0.075472,0.026144,0.885714,0,0.242857,0.036842,0.022782,0.226415,0.065789,0.318182,0.219512,0.766667,0.766667,' van '
0.565217,0.538462,0.708333,0.532751,0.296703,0.056604,0.588235,0.171429,0.5,0.428571,0.547368,0.533573,0.484277,0.263158,0.181818,0.268293,0.533333,0.333333,' bus '
0.521739,0.192308,0.486111,0.366812,0.230769,0.075472,0.385621,0.314286,0.25,0.157143,0.363158,0.318945,0.176101,0.197368,0.090909,0.146341,0.7,0.6,' bus '
0.130435,0.538462,0.472222,0.161572,0.153846,0.09434,0.267974,0.485714,0.166667,0.442857,0.236842,0.197842,0.566038,0.236842,0.272727,0.243902,0.233333,0.266667,' bus '
0.5,0.230769,0.25,0.056769,0.043956,0.075472,0.137255,0.742857,0.083333,0.3,0.126316,0.085132,0.257862,0.355263,0.272727,0,0.166667,0.033333,' van '
0.73913,0.769231,0.944444,0.467249,0.175824,0.169811,0.699346,0.142857,0.666667,0.714286,0.515789,0.623501,0.559748,0.131579,0.454545,0.512195,0.466667,0.733333,' saab'
0.434783,0.346154,0.805556,0.384279,0.175824,0.132075,0.477124,0.285714,0.416667,0.285714,0.4,0.388489,0.402516,0.144737,0.454545,0.512195,0.433333,0.533333,' saab'
0.413043,0.5,0.597222,0.218341,0.098901,0.075472,0.313725,0.428571,0.25,0.428571,0.289474,0.23741,0.471698,0.157895,0.454545,0.121951,0.333333,0.333333,' saab'
0.304348,0.230769,0.472222,0.266376,0.208791,0.075472,0.215686,0.542857,0.166667,0.228571,0.226316,0.160671,0.188679,0.144737,0.136364,0.512195,0.633333,0.633333,' bus '
0.23913,0.192308,0.277778,0.104803,0.098901,0.056604,0.130719,0.685714,0.083333,0.171429,0.094737,0.092326,0.201258,0.210526,0.363636,0.097561,0.3,0.233333,' opel'
0.347826,0.307692,0.319444,0.131004,0.131868,0.075472,0.071895,0.828571,0,0.271429,0.094737,0.046763,0.257862,0.223684,0.545455,0.073171,0.333333,0.233333,' van '
0.73913,0.461538,0.722222,0.406114,0.164835,0.150943,0.496732,0.257143,0.416667,0.428571,0.378947,0.410072,0.314465,0.065789,0.545455,0.487805,0.633333,0.733333,' opel'
0.73913,0.884615,0.888889,0.554585,0.263736,0.169811,0.699346,0.142857,0.666667,0.771429,0.505263,0.6247,0.679245,0.157895,0.863636,0.268293,0.433333,0.5,' saab'
0.608696,0.615385,0.875,0.471616,0.21978,0.150943,0.581699,0.2,0.5,0.542857,0.447368,0.5,0.408805,0.131579,0.181818,0.268293,0.433333,0.5,' opel'
0.391304,0.153846,0.5,0.148472,0.087912,0.113208,0.130719,0.714286,0.083333,0.242857,0.142105,0.086331,0.09434,0.131579,0,0.292683,0.5,0.366667,' van '
0.652174,0.807692,0.930556,0.497817,0.186813,0.188679,0.718954,0.114286,0.666667,0.8,0.478947,0.652278,0.566038,0.105263,0,0.439024,0.433333,0.633333,' opel'
0.282609,0.192308,0.638889,0.310044,0.142857,0.132075,0.379085,0.371429,0.333333,0.228571,0.321053,0.298561,0.18239,0.118421,0.045455,0.682927,0.5,0.6,' saab'
0.76087,0.692308,0.875,0.406114,0.142857,0.169811,0.647059,0.142857,0.583333,0.6,0.484211,0.571942,0.490566,0.105263,0.318182,0.073171,0.466667,0.633333,' opel'
0.347826,0.346154,0.555556,0.20524,0.164835,0.075472,0.20915,0.571429,0.166667,0.3,0.189474,0.148681,0.383648,0.197368,0.772727,0.317073,0.3,0.266667,' saab'
0.369565,0.346154,0.319444,0.174672,0.131868,0.09434,0.124183,0.685714,0.083333,0.342857,0.126316,0.089928,0.333333,0.078947,0.681818,0.073171,0.7,0.766667,' van '
0.652174,0.923077,0.902778,0.510917,0.241758,0.169811,0.69281,0.114286,0.583333,0.785714,0.505263,0.625899,0.886792,0.184211,0.454545,0.04878,0.366667,0.466667,' opel'
0.5,0.307692,0.513889,0.318777,0.186813,0.056604,0.424837,0.285714,0.333333,0.228571,0.394737,0.360911,0.245283,0.197368,0,0.097561,0.666667,0.566667,' bus '
0.630435,0.730769,0.805556,0.528384,0.263736,0.150943,0.666667,0.142857,0.583333,0.657143,0.515789,0.597122,0.566038,0.157895,0,0.390244,0.366667,0.5,' opel'
0.543478,0.692308,0.611111,0.449782,0.274725,0.09434,0.470588,0.257143,0.333333,0.614286,0.363158,0.402878,0.559748,0.171053,0.409091,0.268293,0.666667,0.6,' bus '
0.26087,0,0.138889,0,0.065934,0.037736,0.019608,0.942857,0,0,0.031579,0.010791,0.113208,0.315789,0.045455,0.731707,0.1,0.133333,' saab'
0.804348,0.769231,0.888889,0.519651,0.208791,0.150943,0.647059,0.171429,0.583333,0.657143,0.489474,0.569544,0.63522,0.105263,0.227273,0.390244,0.466667,0.733333,' saab'
0.565217,0.307692,0.513889,0.406114,0.241758,0.075472,0.424837,0.285714,0.333333,0.3,0.378947,0.360911,0.264151,0.171053,0.181818,0.243902,0.733333,0.6,' bus '
0.630435,0.846154,0.847222,0.475983,0.21978,0.188679,0.718954,0.114286,0.666667,0.842857,0.505263,0.641487,0.654088,0.157895,0.090909,0.512195,0.366667,0.6,' saab'
0.173913,0.538462,0.402778,0.183406,0.186813,0.075472,0.254902,0.514286,0.166667,0.414286,0.215789,0.18705,0.540881,0.210526,0.227273,0,0.233333,0.233333,' bus '
0.26087,0.461538,0.430556,0.200873,0.175824,0.113208,0.202614,0.571429,0.166667,0.414286,0.215789,0.147482,0.440252,0.171053,0.090909,0.073171,0.366667,0.5,' van '
0.23913,0.423077,0.555556,0.157205,0.120879,0.169811,0.287582,0.514286,0.25,0.557143,0.189474,0.197842,0.421384,0.197368,0.227273,0.414634,0.233333,0.4,' van '
0.369565,0.230769,0.680556,0.336245,0.164835,0.113208,0.411765,0.342857,0.333333,0.2,0.368421,0.328537,0.283019,0.144737,0.5,0.365854,0.433333,0.466667,' saab'
0.695652,0.692308,0.736111,0.244541,0.043956,0.09434,0.686275,0.114286,0.583333,0.671429,0.578947,0.622302,0.622642,0.289474,0.409091,0.609756,0.4,0.233333,' bus '
0.630435,0.576923,0.902778,0.480349,0.186813,0.150943,0.581699,0.2,0.5,0.485714,0.442105,0.498801,0.433962,0.065789,0,0.609756,0.533333,0.766667,' saab'
0.717391,0.730769,0.944444,0.449782,0.186813,0.188679,0.712418,0.142857,0.666667,0.714286,0.521053,0.629496,0.572327,0.184211,1,0.926829,0.466667,0.8,' saab'
0.23913,0.153846,0.416667,0.179039,0.164835,0.132075,0.156863,0.628571,0.083333,0.228571,0.152632,0.115108,0.194969,0.118421,0.5,0.219512,0.6,0.7,' van '
0.434783,0.346154,0.333333,0.082969,0.043956,0.09434,0.150327,0.714286,0.083333,0.371429,0.178947,0.093525,0.289308,0.25,0.727273,0.292683,0.3,0.133333,' van '
0.26087,0.384615,0.361111,0.082969,0.098901,0.075472,0.235294,0.571429,0.166667,0.385714,0.189474,0.161871,0.389937,0.342105,0.272727,0.268293,0.1,0.033333,' bus '
0.282609,0.423077,0.416667,0.157205,0.186813,0.075472,0.235294,0.542857,0.166667,0.385714,0.210526,0.165468,0.477987,0.302632,0.454545,0.02439,0.166667,0.066667,' bus '
0.565217,0.846154,0.847222,0.445415,0.164835,0.207547,0.718954,0.114286,0.666667,0.885714,0.5,0.645084,0.654088,0.157895,0.090909,0.073171,0.333333,0.5,' opel'
0.717391,0.769231,0.805556,0.31441,0.076923,0.150943,0.679739,0.142857,0.583333,0.757143,0.552632,0.607914,0.685535,0.197368,0.045455,0.219512,0.366667,0.533333,' saab'
0.673913,0.730769,0.847222,0.445415,0.164835,0.150943,0.562092,0.2,0.5,0.614286,0.405263,0.483213,0.597484,0.065789,0.090909,0.121951,0.633333,0.766667,' opel'
0.434783,0.115385,0.319444,0.152838,0.10989,0.113208,0.130719,0.685714,0.083333,0.257143,0.147368,0.091127,0.075472,0.105263,0.136364,0.658537,0.566667,0.666667,' van '
0.217391,0.153846,0.194444,0.061135,0.087912,0.037736,0.111111,0.742857,0.083333,0.128571,0.084211,0.073141,0.194969,0.289474,0.181818,0.317073,0.133333,0.1,' saab'
